"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS006903","Charleston","Kanawha County","WV","West Virginia Division of Motor Vehicles","DMV","The West Virginia Division of Motor Vehicles shares images with law enforcement agencies and government agencies who sign a confidentiality agreement.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006904","Madison","Dane County","WI","Wisconsin Division of Motor Vehicles","DMV","The Wisconsin Division of Motor Vehicles uses face recognition. It responds to queries from the Wisconsin Department of Justice, which includes federal and state law enforcement agency requests.","Statewide","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS006905","Azle","Tarrant County","TX","Azle Police Department","Police","The Azle Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006906","Bella Villa","St. Louis County","MO","Bella Villa Police Department","Police","The Bella Villa Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006907","Fitzgerald","Ben Hill County","GA","Ben Hill County Sheriff's Office","Sheriff","The Ben Hill County Sheriff's Office uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006908","Bentonville","Benton County","AR","Benton County Environmental Services","Environmental Services Enforcement","Benton County Environmental Services uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006909","Asheville","Buncombe County","NC","Biltmore Forest Police Department","Police","The Biltmore Forest Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006910","Bonanza","Sebastian County","AR","Bonanza Police Department","Police","The Bonanza Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006911","Brantley","Crenshaw County","AL","Brantley Police Department","Police","The Brantley Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006912","Brazoria","Brazoria County","TX","Brazoria Police Department","Police","The Brazoria Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006913","Breckenridge","Stephens County","TX","Breckenridge Police Department","Police","The Breckenridge Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006914","Port Lavaca","Calhoun County","TX","Calhoun County Sheriff's Office","Sheriff","The Calhoun County Sheriff's Office uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006915","Anthony","El Paso County","TX","Anthony Police Department","Police","The Anthony Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006916","Norway","Dickinson County","MI","Norway Police Department","Police","The Norway Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006918","Corrales","Sandoval County","NM","Corrales Police Department","Police","The Corrales Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006919","Daleville","Delaware County","IN","Daleville Police Department","Police","The Daleville Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006920","Cross Roads","Denton County","TX","Denton County Constables","Constables","The Denton County Constables use Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006921","Dickson","Dickinson County","TN","Dickson Police Department","Police","The Dickson Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006922","Dumas","Moore County","TX","Dumas Police Department","Police","The Dumas Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006923","Eagle Point","Jackson County","OR","Eagle Point Police Department","Police","The Eagle Point Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006924","Fayetteville","Fayette County","WV","Fayetteville Police Department","Police","The Fayetteville Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
